(❁❤∀❤)	Love blinds her, flower, heart, smiling
(❁❤.❤)	She is so crazy for love, flower, heart
(❁❤,❤)	Crazy for love, flower, heart
(❁❤▿❤)	Loving everything, flower, heart, smiling
(❁❤U❤)	Too much in love girl, flower, heart
(❁❤◡❤)	Really in love!, flower, heart, smiling
(❁ºั ◡ ºั)	She has a beautiful smile, flower, smiling
(❁ºั ◡ ºั) ♡	Lovely girl smiling, flower, heart, smiling
(❁ºั U ºั) ♡	Cute Big Smile Girl, flower, heart
(❁ºั ᴗ ºั) ♡	She's so in love, flower, heart, smiling
(๑ˆ ³(  ’ᵕ’)☆*✲⋆	A kiss in the night, kiss, smiling
(๑ˆ ³(’ᵕ’)	Kissing a baby, kiss, smiling
(๑ˆ ³(☆’ᵕ’)	I love kissing your cheek, kiss, smiling
(๑ˆ˶³(☆’ᵕ’)	Kissing his cheek, blush, kiss, smiling
(๑ˆ˶³(>ε<˶ )	Couple enjoying kisses, blush, kiss
(๑ˆ˶3(˘ε˘✿)	Pretty in love guys, blush, flower, kiss
(๑ˆ˶³(˘ε˘✿)	Kissing my baby girl, blush, flower, kiss
(✽°3°)(˘ε˘✿)	Girls Loving, flower, kiss
(✽°3°)♡(˘ε˘✿)	Girls's Love, flower, heart, kiss
(⋆❛U❛)♡(˘ε˘✿)	You have me, flower, heart, kiss
(⋆❛U❛)(❛U❛⋆)	Two magic twins
(⋆❛ω❛)(❛U❛⋆)	Two guys with stars
(❛ω❛)(❛.❛⋆)	Two good friends
(❀❛ω❛)(❛.❛⋆)	She looks so pretty, flower
(o˘U˘)(❛ω❛o)	Two Happy dudes
(❀˘U˘)(❛ω❛⋆)	Girl in calm with a boy, flower
*.⋆ʚ(╹U╹)ɞ☆*.	A Magic Angel, angel
⋆ʚ(╹U╹)ɞ☆	Angel in the stars, angel
＼(✿ºั0ºั)／(ºัOºั✿)	What? You look like me, flower
＼(✿ºัOºั)／(ºัOºั✿)	You are just like me!, flower
＼(✿ºัᗜºั)／(ºัOºั✿)	Finally met my twin, flower, smiling
＼(✿ºัᗜºั)／(ºั.ºั✿)	I found my sister!, flower, smiling
＼(✿ºัᗜºั)／(ºัᗜºั✿)	Hugging my twin, flower, hug
＼(ºัᗜºั)／(ºัᗜºั✿)	Missed you a lot, flower
＼(ºัUºั)／(ºัᗜºั✿)	They missed each other, flower, smiling
＼(ºัUºั)／(ºั௰ºั✿)	I'd miss you, flower
＼(ºัUºั)／(ºัoºั✿)	I really missed you, flower
＼(ºัUºั)／(ºั.ºั✿)	I missed this girl, flower
＼(ºัUºั)／(ºัUºั✿)	I missed you so much, flower
＼(＾U＾)／(ºัUºั✿)	My Girl!, flower
＼(＾O＾)／(ºัUºั✿)	Wanna Hug You A Lot, flower, hug
＼(＾O＾)／(ºัUºั✿)♡	I waited so long to see you, flower, heart
(ɔo3o(ºัUºั✿)♡	Boy kissing, flower, heart, kiss
(ɔꈍ3ꈍ(ºัUºั✿)♡	Cuddle with my girl, blush, flower, heart
(ɔꈍ3ꈍ(ºัUºั✿)	Kissing and cuddle, blush, flower, kiss
(ɔꈍ3ꈍ(ꈍUꈍ✿)	Cuddle a little, blush, flower
(ɔꈍ3ꈍ(ꈍ▿ꈍ✿)	Still love you, blush, flower, smiling
(ɔꈍ3ꈍ(Ő▿Ő✿)	I wanna be your love, blush, flower, smiling
(❀◕3◕)(◕ε◕❀)	Girls like each other, flower
(❀◕3◕)(◕ε◕˵❀)	Girls kissing each other, blush, flower, kiss
(❀◕U◕)(◕ε◕˵❀)	I do love kissing my girl, blush, flower, kiss
(◕U◕)(◕ε◕˵)	What a cute couple, blush
(◕U◕)(◕ε◕)	Pretty glad cute couple
(◕ᴗ◕)(◕ε◕❀)	She kisses me a lot, flower, kiss, smiling
(◕ᴗ◕)(◕ε◕)	Kissing My Cute Boy, kiss, smiling
(•◕ᴗ◕)(◕ε◕)	Smiling boy being kissed, kiss, smiling
(oᴗo)◕❥◕)	My mom is kissing me, heart, kiss, smiling
(oᴗo)◕❥◕✿)	A mom kissing her son, flower, heart, kiss, smiling
(o-o)◕❥◕✿)	Girl Kissing A Boy, flower, heart, kiss
(o_o)◕❥◕✿)	Don't kiss me, mom, flower, heart, kiss
(o.o)◕❥◕✿)	She is kissing her son, flower, heart, kiss
(o▿o)◕❥◕✿)	Mom kissing her son, flower, heart, kiss, smiling
(Ő▿Ő)◕❥◕✿)	Mom kissing her daughter, flower, heart, kiss, smiling
(Ő▿Ő✿)	Happy girl with big eyelashes, flower, smiling
(ŐωŐ✿)	Big eyes, big eyelashes, flower
(ŐωŐ✽)	My cute eyelashes, flower
(ŐωŐ人✽)	She's a princess, flower
♡ (ŐωŐ人✽)	She is pretty in love, flower, heart
(´◕д◕)>☕	Enjoying my hot coffee, drink
(´●.●)>☕	I have coffee, drink
(´●o●)>☕	Ready for my coffe, drink
(´●д●)>☕	Gonna drink this coffee, drink
(´⁰̈д⁰̈)>☕	Enjoying my coffee a lot, drink
(´◉д◉)>☕	I do love coffee, drink
(｡´◉д◉)>☕	Wanna coffee to not be sleepy, drink
(｡´◕д◕)>☕	Wanna drink my coffee, drink
(｡´oдo)>☕	Need this coffee, drink
/╲/\\(╭ˆ ˆ╮)/\\╱\\	An ugly spider, spider
(ɔꈍ3ꈍ(>U<o)	Your love and kisses melt me, blush, kiss
(ɔꈍ3ꈍ(◦U◦o)	I want to kiss you until the last days, blush, kiss
(ɔꈍ3ꈍ(>U<c✿)	She does love my kisses, blush, flower, kiss
(ɔ♥3♥(ꈍꇴꈍc)	So in love Guys, blush, heart
(ɔ♥3♥(◕ꇴ◕c)	Electrify my heart, heart
(ɔ◕ 3(◕ꇴ◕c)	Those guys are very much in love
(ɔ> 3(◕ꇴ◕c)	So Glad Lovers
(ɔˆ 3(◕ꇴ◕c)	Those two are very much in love
(ɔˆ ³(◕ꇴ◕c)	Happy and lovely couple together, kiss
(ɔˆ ³(◕▿◕c)	So happy couple in love, kiss, smiling
(ɔˆ ³(ˆ▿◕c)	Nice Love, kiss, smiling
(๑ˆᴈˆ)♡U(•×•`)U	Kissing my rabbit, heart, kiss, rabbit
(๑ˆᴈˆ)U(•×•`)U	Kissing my bunny, kiss, rabbit
U(•×•`)U	A Bunny, rabbit
U(•̥×•̥`)U	Crying Bunny, crying, rabbit
U(´•̥×•̥`)U	So sad bunny, crying, rabbit, sad
U( ´•̥×•̥`)U	Rabbit Sobbing, crying, rabbit
♡⋆ʚ(╹_╹)ɞ☆	An Angel, angel, heart
♡⋆ʚ(╹U╹)ɞ☆	This angel wants to fly, angel, heart
♡*✲☆⋆ʚ(╹,╹)ɞ	An angel in the sky, angel, heart
♡⋆ʚ(╹,╹)ɞ☆	Little cute angel, angel, heart
♡⋆ʚ(╹n╹)ɞ☆	Sad Angel, angel, heart, sad
♡⋆ʚ(╹o╹)ɞ☆	A magic angel, angel, heart
♡⋆ʚ(╹.╹)ɞ☆	Kawaii Angel, angel, heart
.♡⋆ʚ(╹.╹)ɞ☆	Little angel flying around, angel, heart
.♡⋆ʚ(╹U╹)ɞ☆	Angels are cute, angel, heart
.♡⋆ʚ(╹U╹)ɞ	Cute angel flying, angel, heart
.♡⋆ʚ(╹o╹)ɞ	Cute Angel, angel, heart
.♡⋆(≧,≦✿)	So shy with love, flower, heart
.♡⋆(≧_≦✿)	Too much love for her, anger, flower, heart
.♡⋆(≧o≦✿)	Woman Vomiting Stars, anger, flower, heart
.♡⋆(≧0≦✿)	She is vomiting stars, anger, flower, heart
.♡⋆(≧O≦✿)	Vomiting kawaii things, flower, heart
.⋆(≧O≦✿)	Womiting Stars, flower
(๑-З(❛o❛✿)	Will kiss her, flower, kiss
(๑>ᴈo)(•◡•✿)	He's flirting with me, flower, smiling
(๑>ᴈo)(o◡o✿)	Flirting with that girl, flower, smiling
(o•́ ₃ •̀) ☕	Love Coffee, drink
♡(≧ᵕ≦✿)ᵕεᵕ๑)	So Much Here, flower, heart, kiss
♡(≧ᵕ≦✿)	She feels loved, flower, heart, smiling
♡(≧u≦✿)	Love in her heart, flower, heart
♡(≧ω≦✿)	So much love in her heart, flower, heart
♡(≧.≦✿)	She's crazy for you, anger, flower, heart
(๑ˆᴈˆ)(˘ω˘๑)	I'm blessed with your love, blush
(๑ˆᴈˆ)(˘U˘♡)	All my love is for you only, heart
(๑ˆᴈˆ)(˘.˘♡)	All my love is only for you, heart
(๑ˆᴈˆ)(˘ω˘♡)	We will love each other forever, heart
(๑ˆᴈˆ)(˘ω˘͈♡)	Enjoy My Kisses, heart, kiss
(๑ˆᴈˆ)(˘-ω-˘͈♡)	Kissing amazing my lover, heart, kiss
(๑ˆᴈˆ)♡	So cute girl kiss, heart, kiss
(๑ˆᴈˆ)	Pretty ready for a kiss, kiss
(๑>ᴈ<)(o◡o✿)	So Kawaii Couple, flower, smiling
(๑>ᴈᴖ)(o◡o✿)	Loving Each Other A Lot, flower, smiling
(๑ᴖᴈᴖ)(o◡o✿)	I'm very comfortable next to you, flower, smiling
(๑ᴖᴈᴖ)(≧◡≦✿)	Our love is forever., flower, smiling
(๑ᴖᴈᴖ)(≧U≦✿)	Nothing will ruin our love, flower
(๑ᴖᴈᴖ)(≧ε≦✿)	Nothing can ruin our love, flower
(๑ᴖᴈᴖ)(≧,≦✿)	Don't be shy, flower
(๑ᴖᴈᴖ)(≧.≦✿)	It's her first kiss, anger, flower, kiss
(๑ᴖᴈᴖ)(≧o≦✿)	I do not want your kisses, anger, flower, kiss
(≧O≦✿)	Screaming Hard, flower
♡⋆*.⋆(≧O≦✿)	I'm vomiting stars, flower, heart
⋆*.⋆(≧0≦✿)	Girl singing, anger, flower
(-ω-)(˃͈ε˂͈)	Enjoying love, blush
(─ω─)(˃͈ε˂͈)	Kissing my lover boy, blush, kiss
(๑ᴖ3ᴖ)(≧U≦)	We Are A Lovely Couple
(๑ᴖ3ᴖ)(≧◡≦)	We Are Deeply In Love., smiling
(๑ᴖᴈᴖ)(☆.☆)	So fascinated with your kisses, kiss
(๑ᴖᴈᴖ)(☆ᴗ☆)	You teach me love, smiling
(●˘ ³( ͒ ۝ ͒ )	Kissing A Big Monster, kiss
(◦˘ ³( ͒ ۝ ͒ )	Kissing An Ugly Monster, kiss
( ʃƪ˘3˘)( ͒ ۝ ͒ )	I have to kiss this monster, kiss
(๑ᴖ3ᴖ)( ͒۝ ͒)	Guy kissing a monster, kiss
(๑ᴖ3ᴖ)( ͒۝ ͒ )	Kissing an ugly monster, kiss
(๑ᴖ3ᴖ)( ͒ ۝ ͒ )	Kissing A Monster, kiss
-─=Σ( •̀ω•́)	Running in a marathon, running
─=Σ(((-•̀ω•́)	Running Sooo Fast, running
Ocʕ•ᴥ•cʔ	Bear wants to play, bear
ocʕ•ᴥ•cʔ	Teddy wants this ball, bear
◍cʕ•ᴥ•cʔ	Teddy taking a ball with stripes, bear
(◍•ᴗ•)cʕ•ᴥ•cʔ	Me and a bear, bear, smiling
ʕ●UᴥUʔ⊂ʕ•ᴥ•⊂ʔ	A bear will hug another bear, bear, hug
(o•ω•) ⊂ʕ•ᴥ•⊂ʔ	Waiting for a bear hug, bear, hug
(•ω•) ⊂ʕ•ᴥ•⊂ʔ	This bear is going to hug me, bear, hug
(╰•ω•)╯⊂ʕ•ᴥ•⊂ʔ	They will hug, bear, hug
(╰ •ω•)╯ʕ♥ᴥ♥๑ʔ	Shall hug a bear, bear, heart, hug
(╰•ω•)╯ʕ♥ᴥ♥๑ʔ	I do love a bear, bear, heart
(╰•ω•)╯ʕᵔᴥᵔʔ	Wanna hug that bear, bear, hug
(╰•ω•)╯ʕᵔᴥᵔ♥ʔ	Gonna hug a bear, bear, heart, hug
(´-.-)☕	Wanna drink a coffee, drink
(´-,-)☕	I am gonna drink this coffee, drink
(｡´-,-)☕	I hope this coffee makes me feel more energetic, drink
(｡´-_-)☕	Coffee in the morning, drink
(｡´-p-)>☕	Want my coffee, drink
(｡´-.-)>☕	I do need coffee, drink
(｡´-_-)>☕	I need to drink coffee to feel better, drink
(｡´-д-)>☕	Want to drink so much coffee, drink
( -.-)☕	My Coffee, drink
( -3-) ☕	My coffee, drink
( -o-) ☕	Gonna drink coffee, drink
( -.-) ☕	This Is My Coffe, drink
( -U-) ☕	Enjoying my coffee, drink
( -_-) ☕	I need this coffee, drink
(zzz)°*.( -_-) ☕	Sleepy as fuck, asleep, drink
(zzz)°°°( -_-) ☕	Need coffee, asleep, drink
{zzz}°°°( -_-) ☕	I really need coffee, asleep, drink
(•́ ₃ •̀) ☕	I need coffee, drink
(๑•́ ₃ •̀) ☕	I do like coffee, drink
(๑•́ ₃ •̀๑) ☕	A coffee in the morning, blush, drink
(๑•́ ₃ •̀๑) ♡ ☕	I love coffee, blush, drink, heart
( ෆั ⌣ ෆั )ﾉ	Girl with hearts on her cheeks says hello, salute_wave, smiling
(✿╹ ▽╹)(♡▽♡✿)	Two girls and one is in love, flower, heart
(❁╹ ▽╹)(♡▽♡✿)	She is in love with another girl, flower, heart
(❁╹ ▽╹)(♡//▽//♡✿)	She's in love with another girl, blush, flower, heart
(❁๑╹ ▽╹)(♡//▽//♡✿)	I see her in a different way, blush, flower, heart
(❁๑╹ ᵕ╹)(♡//▽//♡✿)	She likes the other girl, blush, flower, heart
(●˘ ³(❛▿❛✿)	Couple enjoying their love, flower, kiss, smiling
(>∀●)	Guy Winking An Eye, smiling, wink
ヽ(>∀●)	Greeting and flirting, salute_wave, smiling
💍ヽ(>∀●)	I'm gonna propose, proposal, smiling
💍ヽ(>∀<●)	I'm going to propose, excited, proposal, smiling
💍ヽ(>∀＜●)	I have been asked to marry, proposal, smiling
💍ヽ(∀＜●)	I've been asked to marry, proposal
(●ゝω)ﾉ💍	My lovely ring, proposal
(●ゝω)ﾉ💍ヽ(∀＜●)	We're getting married!, proposal
(･ω･)💍	I love my ring, proposal
(･ω･)💗💍	I have a diamond ring, heart, proposal
(･ω･)💗	He feels so loved, heart
(●ゝω)ﾉヽ(∀＜●)	Hi 5 friends
(･ω･)ﾉ💗	With my heart, heart
(｡･ω･)ﾉ💗	Look at this heart, heart
(｡･ω･)ﾉ💗(ˆ◡ˆ๑)	Want this heart?, heart, smiling
(｡･ω･)ﾉ♡(ˆ◡ˆ๑)	Take My Big Love, heart, smiling
♥(ˆ◡ˆ๑)	I'm happy, and I feel loved, heart, smiling
♥(ˆ◡ˆ`๑)	Love is a beautiful thing, heart, smiling
♥(ˆωˆ`๑)	My lovely face with a heart, heart
♥(ˆᗜˆ`๑)	I Got Love, heart, smiling
♥(ˆ∀ˆ`๑)	My big smile is lovely, heart, smiling
♥(ˆ⌣ˆ`๑)	I feel so in love today!, heart, smiling
♥(♡U♡`๑)	It's hopelessly in love, heart
♥(♡ᵕ♡`๑)	So In Love Boy, heart, smiling
(✿˘ ³ ˘)♥(♡ᵕ♡`๑)	I'm very much in love with her, flower, heart, kiss, smiling
(✿˘ ³ ˘)♥(˃͈ε˂͈๑)	We Are A Nice Couple, blush, flower, heart, kiss
(✿˘ ³ ˘)♥(≧◡≦)	Love feels so nice, flower, heart, kiss, smiling
(✿˘ ³ ˘)♥(≧◡≦✿)	Girls Kissing, flower, heart, kiss, smiling
ʕ  ᵔﻌᵔʔ♥(≧◡≦✿)	She Likes Her Teddy, bear, flower, heart, smiling
ʕ  ᵔﻌᵔʔ♥	Bear feels love, bear, heart
ʕ  ᵔﻌᵔʔ	So Happy Inu, bear, dog
ʕ  ᵔﻌᵔʔʕᵔﻌᵔ✿ʔ	Glad Bears, bear, flower
♡ʕ  ᵔﻌᵔʔʕᵔﻌᵔ✿ʔ	So lovely bears, bear, flower, heart
(✿≧ᴗ≦) ♡ʕᵔﻌᵔ✿ʔ	She likes bears a lot, bear, flower, heart, smiling
(✿≧ᴗ≦) ♡	It's the first time I've fallen in love, flower, heart, smiling
(o≧ᴗ≦)♡	It is the fist time that I fell in love, heart, smiling
(o≧ᴗ≦)	So cute smiling, smiling
(o≧▿≦)	Sooo Glad, smiling
(๑≧.≦)	So Scared Guy, anger
(≧ᴥ≦♡)	Animal with a heart in the cheek, heart
(≧ᴥ≦)♡	Glad in love animal, heart
(≧ᴥ≦)♡(•//ω//•)	My dog is so glad, blush, dog, heart
(≧ᴥ≦)♥♡(•//ω//•)	My Pet And I, blush, heart
♡(•//ω//•)	You looks lovely, blush, heart
♡(•́//ω//•)	Want A Cute Love, blush, heart
♡(•́//ω//•̀)	Love makes me blush a lot, blush, heart
(✿//3//)(≧ᴥ≦)	Kissing a lovely animal, blush, flower, kiss
(✿//3//)(≧ᴥ≦)♥	Kissing my pet, blush, flower, heart, kiss
(✽^∇^)(≧ε≦❁)	A lesbian couple, flower, smiling
(◦^∇^)(≧ε≦❁)	A Lovely Relationship, flower, smiling
(◦^∇^)(≧ε≦◦)	Lovely Kisses Here, kiss, smiling
(*^∇^)(≧ε≦◦)	Finall We'll kiss, kiss, smiling
(˘ ▽ (≧ε≦◦)	Enjoying his kisses, kiss, smiling
(˘ З(≧ε≦◦)	You are my love for sure, kiss
(  ᴖ ᴈ ᴖ)(●.●❁)	Kisses only for you, flower, kiss
( ๑ ᴖ ᴈ ᴖ)(●.●❁)	Kissing my cute girl!, flower, kiss
( ๑ ᴖ ᴈ ᴖ)(●_●❁)	She does not want a kiss, flower, kiss
(●_●❁)	She is not funny, flower
(●/_●❁)	She does not like her nose, flower
(●l_●❁)	She has a big nose, flower
(●ñ●❁)	She has a moustache, flower, mustache
(●-●❁)	She's so serious, flower
(●ᴖ●❁)	She isn't happy, flower
(●p●❁)	A Girl Drooling, flower
(●o●❁)	She didn't know, flower
(●.●❁)	Lass with little mouth, flower
(❀●//●)⊃✿	Girl giving a flower, flower
(❀●.●)⊃✿	Little girl will take a flower, flower
(❀●▽●)⊃✿	Girl taking a black flower, flower, smiling
(๑◕-◕)⊃✿	A black flower in my hand, flower
(๑◕U◕)⊃✿	Taking My New Flower, flower
(-•U•)⊃✿(°o°)	I took this flower for you, flower
✿⊂(´o`⊂)	Wow, a black flower, flower, sad
✿⊂(´U`⊂)	Wanna That Flower, flower
✿⊂(´ω`⊂)	Gonna take this flower, flower
( •o•)⊃✿⊂(´ω`⊂)	Gimme that flower, flower
( •o•)⊃✿⊂(´ω`⊂✿)	Thanks for that flower, flower
( •o•)⊃✿(°o°)	Take my flower, flower
( •U•)⊃✿(°o°)	Flower for you, flower
( •,•)⊃✿(°o°)	A flower for me?, flower
( •,•)⊃✿(°u°)	A flower for you, flower
( •,•)⊃✿(°▽°)	My love in a flower, flower, smiling
( •_•)⊃✿(°▽°)	Giving her a flower, flower, smiling
( •.•)⊃✿(°▽°)	You want my flower?, flower, smiling
( •U•)⊃✿(°▽°)	I can give you my flower, flower, smiling
( •u•)⊃✿(°▽°)	Do you want this flower?, flower, smiling
( •0•)⊃✿(°▽°)	Giving a flower, flower, smiling
( •0•)⊃✿(°▽°๑)	Giving Her A Flower, flower, smiling
(•0•)⊃✿	What a cute flower, flower
(๑•-•)⊃✿	Kid taking a flower, flower
(๑•_•)⊃✿	Wanna Take That Flower, flower
(๑•.•)⊃✿	Taking A Black Flower, flower
(๑•ᴗ•)⊃✿	Loving flowers, flower, smiling
(๑•U•)⊃✿	Taking a cute black flower, flower
(๑❛▿❛)/┃・.・┃	Petting a square animal, smiling
(๑❛//▿❛)/┃・.・┃	Me and a robot, robot, smiling
(❁´‿`)	A glad lass, flower, smiling
(❁´‿`❁)	Flowers in my cheeks, flower, smiling
(❁╹U╹)	Long smile woman, flower
(✿╹∀╹)(╹∀╹ ❀)	Two girls meeting today, flower
(✽>З<)	She is gonna kiss us, flower, kiss
(✽>З<(-ε-✽)	So in love women, flower
(✽ºЗº(˘ε˘✽)	They're So In Love, flower, kiss
(ºЗº(˘ε˘✽)	We enjoy our relationship, flower, kiss
(ºЗº(˘ε˘)	Wanna be only with you, kiss
(ºЗº(˘ε˘ )	So lovely love, kiss
(✽ºЗº(˘ε˘ )	Lucky for her kisses, flower, kiss
(❁˘З˘(≧ε≦❁)	Girls crazily in love, flower
(˘З˘(˘ε˘✿)	I feel so happy with my relationship, flower, kiss
(✽˘З˘(˘ε˘✿)	We're not afraid to show our love, flower, kiss
(✽ºЗº(˘ε˘✿)	We are more than just friends, flower, kiss
(✽♡З♡(˘ε˘✿)	We both are so in love, flower, heart, kiss
(♡З♡(˘ε˘✿)	They're so in love, flower, heart, kiss
(> З(•ε•❀)	Loving her kisses, flower, kiss
(• З(•ε•❀)	We Are Deeply In Love, flower, kiss
(≧ З(•ε•❀)	We're A Lovely Couple, flower, kiss
(´≧ З(•ε•❀)	We love each other so much, flower, kiss
(✽•U•)(•ε•˵❀)	Kissing My Best Friend, blush, flower, kiss
♡(✽≧U≦)(•ε•˵❀)	Our love is not a sin, blush, flower, heart
♡(✽≧U≦)(˘ε˘✿)	Two in love girls, flower, heart, kiss
♡(˘ε˘✿)	She wants a lovely kiss, flower, heart, kiss
(✿◕3◕)☆	She does want a kiss, flower, kiss
(✿◕3≦)☆	She's a good kisser, flower, kiss
(✿◕3≦)(☆ᴥ☆)	She loves animals, flower
(U☆ᴥ☆)	Star eyes puppy, dog
(U0ᴥᵔ)	Lovely pet winking an eye, wink
(Uᵔᴥ0)	Puppy's wink, dog, wink
(Utᴥt)	Crying Doggy, crying, dog
(UTᴥT)	Crying Dog, crying, dog
(Uuᴥu)	Calm puppy, dog
(Uoᴥ<)	Puppy Winking An Eye, dog, wink
(U>ᴥo)	Doggy winking an eye, dog, wink
(U>ᴥ<)❀	Puppy loves flowers, dog, flower
♡ʕ≚ᴥ≚ʔ	Bear feeling Loved, bear, blush, heart
( ˆωˆ)/ʕ•ᴥ•❀ʔ	I choose this bear, bear, flower
( ˆωˆ)/ʕ•ᴥ•ʔ	What a cute Teddy, bear
(˃U˂)♡	So In Love, heart
(˃▽˂)♡	Love is a drug, heart, smiling
(˃▽˂)♡(❛ε❛ )	Kissing Who I Do Love, heart, kiss, smiling
(˃▽˂)❛ε❛)	Kissing My Bae, kiss, smiling
(˃▽˂)❛ε❛♡)	My lover and I, heart, smiling
(๑˃▽˂)❛ε❛♡)	Your kisses make glad, heart, kiss, smiling
(๑˃▽˂)(ˆ▽ˆ❁)	Couple laughing, flower
(ˆUˆ❁)	A Pretty Happy Lass, flower
( ˆ∇ˆ) | (ˆ∇ˆ )	Watching my reflection
( ˆ∇ˆ)|(ˆ∇ˆ )	Looking at my reflection
(❁ˆ∇ˆ)|(ˆ∇ˆ❁)	Looking At The Mirror, flower
(❁^∇^)(ˆ∇ˆ❁)	She's a good friend, flower, smiling
(^∇^)(ˆ∇ˆ❁)	Happy with my bf, flower, smiling
(^∇^)(•∇•❁)	A nice relationship, flower, smiling
(^∇^)(•∇• )	We're so happy together, smiling
(^∇^)(•ω• )	We enjoy being with each other, smiling
(Ő.Ő˵)	Shy surprised lass, blush, surprised
(Ő.Ő๑)	So surprised woman, surprised
(ŐωŐ๑)	She loves her eyelashes
(ŐᴗŐ๑)	I have new eyelashes, smiling
(○•ᴥ•)(•ε•○)	I'm an animal lover
(○•ᴥ•)(^ε^○)	I love my dog so much, dog, smiling
(•ᴥ•)(^ε^○)	I do love my puppy a lot, dog, smiling
(•ᴥ•❁)(^ε^○)	Kissing a lovely pet, flower, kiss, smiling
(•ᴥ•❁)	Lovely girly koala, flower, koala
(ˆᴥ•❁)	Little animal winking, flower, wink
(ˆᴥˆ❁)	So glad cute animal, flower
(-ᴥ-❁)	A sleepy koala, annoyed, flower, koala
(●ᴥ●❁)	Girly and cute koala, flower, koala
(●ﻌ●❁)	Girly cute koala, flower, koala
(˶˘3˘(❛∀❛✿)	We Really Love Each Other, blush, flower, kiss, smiling
(˶˘∀˘(❛∀❛✿)	A glad in love couple, blush, flower
(˶˘U˘(❛∀❛✿)	I'm so happy by your side, blush, flower, smiling
(˶˘ 3˘(❛∀❛✿)	Kissing my gf a lot, blush, flower, kiss, smiling
(˶˘ ³˘( ͒ ε ͒ )	We're a totally lovely couple, blush, kiss
(˶˘ ³˘♡( ͒ ε ͒ )	Want all your kisses, blush, heart, kiss
♡( ͒ ε ͒ )	Don't you want this kiss?, heart, kiss
(๑ᴖᴈᴖ)♡( ͒ ε ͒ )	Couple goal, heart
(๑ᴖᴈᴖ)( ͒ ε ͒ )	Lovely kiss, lovely relationship, kiss
(๑ᴖᴈᴖ)( ͒ ε ͒  )	Lovely soft kiss, kiss
(๑ᴖᴈᴖ)( ͒ . ͒  )	Will you kiss me here?, kiss
(๑ᴖᴈᴖ)( ͒ ۝ ͒ )	Kissing a monster, kiss
(-//3//-)☆( ͡° ͜ʖ ͡° )	Kisses for Lenny, blush, kiss, lenny
(-//3//-)☆	Want a magic kiss?, blush, kiss
(-//3//-).*:☆	Kiss with sparkles, blush, kiss, sparkles
(-//3//-).*:,	Magic kisses, blush, kiss, sparkles
(-//3//-)	Soft kiss, blush, kiss
(-//ε//-)	Lips for kiss, blush, kiss
♡(-//ε//-)	2 Shy for a kiss, blush, heart, kiss
♡(-ε-)	You Want A Kiss?, heart, kiss
♡(-ε☆)	Crazy kisses, heart, kiss
(✿◕o◕)♡(˘ε˘☆)	Kissing her with love, flower, heart, kiss
(✿◕.◕)♡(˘ε˘☆✿)	Want us to kiss now?, flower, heart, kiss
(✿◕.◕)♡(˘ε˘☆-)	He is going to kiss me here, flower, heart, kiss
(✿◕o◕)♡(˘ε˘☆-)	He is going to kiss me, flower, heart, kiss
(✿◕///◕)♡	Her First Love, blush, flower, heart
(✿◕_◕)♡	She doesn't feel love, flower, heart
(✿◕o◕)♡	Cute kawaii love, flower, heart
(✿◕◡◕)♡	She is ok with love, flower, heart, smiling
(✿◕.◕)♡	She wants that love, flower, heart
(✿◕0◕)♡	She found love!, flower, heart
(✿◕3◕)♡	Wanna a lovely kiss?, flower, heart, kiss
(✿◕3≦)♡	Girl wanna kiss me, flower, heart, kiss
(✿>3<)(•0• ♡)	So in love lovers, flower, heart
(✿>3≦)(•0• ♡)	She's gonna kiss me, flower, heart, kiss
(✿◕3≦)(•0• ♡)	We're so in love!, flower, heart
(✿˶◕3≦)(•0• ♡)	She is flirting with me!, blush, flower, heart
(✿˶◕3≦)(•o• ♡)	S...She is kissing me, blush, flower, heart, kiss
(✿˶◕3≦)(•ω• ♡)	This is my cute love, blush, flower, heart
(✿˶◕3≦)♡(•ω• )	He's my boy, blush, flower, heart
❤️(•ω• )	Love and cute stuffs, heart
( º3º)❤️(•ω• )	A kiss with a lot of love, heart, kiss
( º3º)❤️(•ω•  )	Our relationship is goal, heart
(❁º3º)❤️(•ω•  )	We share our love, flower, heart
(❁º3º)❤️(•ω• ✿ )	Girls in love with each other, flower, heart
(❁º3º)♡	This kiss is for you, my love, flower, heart, kiss
(❁ºᵕº)♡(˘ε˘☆ )	I'm gonna kiss my girl, flower, heart, kiss, smiling
(⋆˘3˘)(˘ε˘☆ )	Our love is amazing, kiss
( ˘ 3˘(˘ε˘☆ )	So deeply in love, kiss
( ˘ 3˘(˘U˘❁)	We are a nice lovely couple, flower, kiss
( ˘ ³˘(˘◡˘❁)	He loves her a lot, flower, kiss, smiling
( ˘ ³˘(˘◡˘♥)	We're a nice couple, heart, kiss, smiling
( ˘ ³˘(Uᵔᴥᵔ)	I do love my dog, dog, kiss
( ˶˘ ³˘(Uᵔᴥᵔ)	Loving my dog a lot, blush, dog, kiss
( ˶˘ ³˘(Uᵔ/ᴥ/ᵔ)	Kissing my cute inu, blush, dog, kiss
( ˶˘ ³˘(Uᵔ/ᴥ/ᵔ)(˘ε˘ʃƪ)	Loved Dog, blush, dog, kiss
(Uᵔ/ᴥ/ᵔ)(˘ε˘ʃƪ)	Kissing my inu, dog, kiss
(ᵔ/ᴥ/ᵔ)(˘ε˘ʃƪ)	Kissing my lovely pet, kiss
